timestamp,tag_id,x,y,z,qx,qy,qz,qw
1745394380.6758807,0,0.3370232814862158,-0.2711040791621107,-2.3818887764596077,0.06720933450164608,0.9781957189885647,0.062091554044657896,0.18644216160678392
1745394380.6758807,1,-0.17700532216787934,0.055714987194167384,-2.555577271621306,-0.01597809567496353,0.9803716946904938,0.046058706509639454,0.19103569368824694
1745394380.6758807,2,-0.16004933357414333,-0.3000627092388554,-2.5858944256706247,-0.07318380477131876,0.9777668894020203,0.03482771175412939,0.19339873629954796
1745394380.6758807,3,0.3447524605022594,0.08851566271753768,-2.341189308621925,0.030377593609403626,0.9800312041451593,0.055036641208599295,0.18864519297550822
1745394380.6758807,4,0.1156820425446762,-0.06024379380590115,-2.39752042976186,-0.28083424365751203,0.00800800956993511,0.9593955085076316,-0.025065067871923318
1745394381.139483,0,0.3430308345380736,-0.27559280270502046,-2.421211908192034,0.08476304017291711,0.9772154625609818,0.11792926819441253,0.1547832499190434
1745394381.139483,1,-0.1741294712609481,0.054514258860611224,-2.528717614018751,-0.040255349431723465,0.9800583350442763,0.09727808473567626,0.1685293475408047
1745394381.139483,2,-0.16046561861276562,-0.30289646473663107,-2.6029303940055515,-0.10192053709703328,0.975575234087808,0.08646723131861545,0.17432321893673203
1745394381.139483,3,0.34591898528072873,0.08841716989880499,-2.339765340583311,0.09596223593730542,0.9761793290792129,0.11969626305971072,0.15342089610581489
1745394381.139483,4,0.1160909493641916,-0.06029169309314291,-2.387709396291526,0.2318971198067059,0.023117095924366986,0.9722829916168934,-0.01884436026724713
1745394381.3898351,0,0.3430381417274475,-0.2755947709083557,-2.421217441558838,0.08477490395307541,0.9772108793258667,0.11795584857463837,0.15478576719760895
1745394381.3898351,1,-0.17412379384040833,0.05451371893286705,-2.528714179992676,-0.04025726020336151,0.9800546765327454,0.0973016768693924,0.16853667795658112
1745394381.3898351,2,-0.1604601889848709,-0.3028987944126129,-2.6029465198516846,-0.10193175822496414,0.9755704402923584,0.08648859709501266,0.1743328869342804
1745394381.3898351,3,0.34592100977897644,0.08841682225465775,-2.339752435684204,0.09504739940166473,0.9762648940086365,0.11957663297653198,0.1535390019416809
1745394381.3898351,4,0.11609557271003723,-0.060292717069387436,-2.387732982635498,0.22712373733520508,0.022979507222771645,0.9734104871749878,-0.018936242908239365
1745394381.6400232,0,0.3430688679218292,-0.2755996584892273,-2.4212052822113037,0.08183035999536514,0.9774657487869263,0.117421455681324,0.1551664024591446
1745394381.6400232,1,-0.17410652339458466,0.05452040955424309,-2.528782606124878,-0.04022733122110367,0.9800578951835632,0.09723975509405136,0.16856099665164948
